pp,name,season,gf,points,gc,pg,pe,pj,position,day
0,Oviedo,Temporada 2001-02,12,20,3,5,5,10,2,Jornada 10
4,Xerez,Temporada 2001-02,11,18,9,6,0,10,3,Jornada 10
2,Racing Ferrol,Temporada 2001-02,13,17,8,5,2,9,4,Jornada 10
3,Burgos,Temporada 2001-02,10,17,8,5,2,10,5,Jornada 10
1,Salamanca,Temporada 2001-02,18,15,14,3,6,10,6,Jornada 10
3,Albacete,Temporada 2001-02,8,15,5,4,3,10,7,Jornada 10
3,Recreativo,Temporada 2001-02,8,15,8,4,3,10,8,Jornada 10
4,Córdoba,Temporada 2001-02,13,14,11,4,2,10,9,Jornada 10
2,Eibar,Temporada 2001-02,7,14,6,3,5,10,10,Jornada 10
2,Elche,Temporada 2001-02,7,14,8,3,5,10,11,Jornada 10
4,Extremadura,Temporada 2001-02,10,12,7,3,3,10,12,Jornada 10
4,Numancia,Temporada 2001-02,11,12,11,3,3,10,13,Jornada 10
4,Sporting,Temporada 2001-02,12,12,13,3,3,10,14,Jornada 10
2,Leganés,Temporada 2001-02,7,12,9,2,6,10,15,Jornada 10
4,Jaén,Temporada 2001-02,7,12,13,3,3,10,16,Jornada 10
3,Murcia,Temporada 2001-02,9,11,10,2,5,10,17,Jornada 10
3,Racing,Temporada 2001-02,7,11,10,2,5,10,18,Jornada 10
4,Levante,Temporada 2001-02,7,8,11,1,5,10,19,Jornada 10
5,Poli Ejido,Temporada 2001-02,8,7,15,1,4,10,20,Jornada 10
5,Gimnástic,Temporada 2001-02,8,6,14,1,3,9,21,Jornada 10
7,Badajoz,Temporada 2001-02,2,5,12,1,2,10,22,Jornada 10
1,Atlético,Temporada 2001-02,14,18,5,5,3,9,1,Jornada 9
3,Xerez,Temporada 2001-02,11,18,7,6,0,9,2,Jornada 9
0,Oviedo,Temporada 2001-02,10,17,3,4,5,9,3,Jornada 9
1,Racing Ferrol,Temporada 2001-02,13,17,7,5,2,8,4,Jornada 9
3,Burgos,Temporada 2001-02,10,16,8,5,1,9,5,Jornada 9
2,Recreativo,Temporada 2001-02,8,15,6,4,3,9,6,Jornada 9
1,Salamanca,Temporada 2001-02,18,14,14,3,5,9,7,Jornada 9
1,Elche,Temporada 2001-02,7,14,5,3,5,9,8,Jornada 9
3,Albacete,Temporada 2001-02,7,12,5,3,3,9,9,Jornada 9
3,Numancia,Temporada 2001-02,10,12,9,3,3,9,10,Jornada 9
4,Extremadura,Temporada 2001-02,10,11,7,3,2,9,11,Jornada 9
2,Murcia,Temporada 2001-02,9,11,9,2,5,9,12,Jornada 9
4,Sporting,Temporada 2001-02,11,11,12,3,2,9,13,Jornada 9
1,Atlético,Temporada 2001-02,19,24,8,7,3,11,1,Jornada 11
4,Xerez,Temporada 2001-02,13,21,9,7,0,11,2,Jornada 11
1,Oviedo,Temporada 2001-02,12,20,5,5,5,11,3,Jornada 11
3,Recreativo,Temporada 2001-02,11,18,8,5,3,11,4,Jornada 11
3,Racing Ferrol,Temporada 2001-02,13,17,10,5,2,10,5,Jornada 11
2,Eibar,Temporada 2001-02,9,17,6,4,5,11,6,Jornada 11
4,Burgos,Temporada 2001-02,10,17,9,5,2,11,7,Jornada 11
2,Salamanca,Temporada 2001-02,18,15,16,3,6,11,8,Jornada 11
4,Albacete,Temporada 2001-02,10,15,8,4,3,11,9,Jornada 11
4,Numancia,Temporada 2001-02,15,15,14,4,3,11,10,Jornada 11
4,Sporting,Temporada 2001-02,14,15,13,4,3,11,11,Jornada 11
4,Jaén,Temporada 2001-02,8,15,13,4,3,11,12,Jornada 11
5,Córdoba,Temporada 2001-02,13,14,12,4,2,11,13,Jornada 11
3,Murcia,Temporada 2001-02,10,14,10,3,5,11,14,Jornada 11
4,Córdoba,Temporada 2001-02,10,11,11,3,2,9,14,Jornada 9
2,Eibar,Temporada 2001-02,5,11,6,2,5,9,15,Jornada 9
2,Leganés,Temporada 2001-02,7,11,9,2,5,9,16,Jornada 9
3,Racing,Temporada 2001-02,6,10,9,2,4,9,17,Jornada 9
4,Jaén,Temporada 2001-02,6,9,13,2,3,9,18,Jornada 9
4,Levante,Temporada 2001-02,6,7,10,1,4,9,19,Jornada 9
5,Gimnástic,Temporada 2001-02,7,5,13,1,2,8,20,Jornada 9
6,Badajoz,Temporada 2001-02,2,5,11,1,2,9,21,Jornada 9
5,Poli Ejido,Temporada 2001-02,7,4,15,0,4,9,22,Jornada 9
3,Racing,Temporada 2001-02,9,14,10,3,5,11,15,Jornada 11
3,Elche,Temporada 2001-02,7,14,10,3,5,11,16,Jornada 11
5,Extremadura,Temporada 2001-02,10,12,10,3,3,11,17,Jornada 11
3,Leganés,Temporada 2001-02,7,12,10,2,6,11,18,Jornada 11
4,Levante,Temporada 2001-02,8,11,11,2,5,11,19,Jornada 11
5,Gimnástic,Temporada 2001-02,9,7,15,1,4,10,20,Jornada 11
6,Poli Ejido,Temporada 2001-02,11,7,19,1,4,11,21,Jornada 11
7,Badajoz,Temporada 2001-02,3,6,13,1,3,11,22,Jornada 11
1,Atlético,Temporada 2001-02,21,27,8,8,3,12,1,Jornada 12
4,Xerez,Temporada 2001-02,15,22,11,7,1,12,2,Jornada 12
2,Oviedo,Temporada 2001-02,12,20,6,5,5,12,3,Jornada 12
4,Burgos,Temporada 2001-02,11,20,9,6,2,12,4,Jornada 12
3,Recreativo,Temporada 2001-02,12,19,9,5,4,12,5,Jornada 12
3,Racing Ferrol,Temporada 2001-02,15,18,12,5,3,11,6,Jornada 12
4,Albacete,Temporada 2001-02,12,18,9,5,3,12,7,Jornada 12
4,Jaén,Temporada 2001-02,9,18,13,5,3,12,8,Jornada 12
3,Eibar,Temporada 2001-02,9,17,7,4,5,12,9,Jornada 12
4,Numancia,Temporada 2001-02,15,16,14,4,4,12,10,Jornada 12
4,Sporting,Temporada 2001-02,15,16,14,4,4,12,11,Jornada 12
3,Salamanca,Temporada 2001-02,18,15,17,3,6,12,12,Jornada 12
3,Murcia,Temporada 2001-02,11,15,11,3,6,12,13,Jornada 12
3,Racing,Temporada 2001-02,10,15,11,3,6,12,14,Jornada 12
3,Leganés,Temporada 2001-02,8,15,10,3,6,12,15,Jornada 12
3,Elche,Temporada 2001-02,8,15,11,3,6,12,16,Jornada 12
6,Córdoba,Temporada 2001-02,13,14,14,4,2,12,17,Jornada 12
5,Extremadura,Temporada 2001-02,11,13,11,3,4,12,18,Jornada 12
5,Levante,Temporada 2001-02,8,11,12,2,5,12,19,Jornada 12
7,Badajoz,Temporada 2001-02,4,9,13,2,3,12,20,Jornada 12
5,Gimnástic,Temporada 2001-02,9,8,15,1,5,11,21,Jornada 12
7,Poli Ejido,Temporada 2001-02,12,7,21,1,4,12,22,Jornada 12
1,Atlético,Temporada 2001-02,25,30,8,9,3,13,1,Jornada 13
4,Xerez,Temporada 2001-02,18,25,12,8,1,13,2,Jornada 13
3,Recreativo,Temporada 2001-02,15,22,10,6,4,13,3,Jornada 13
3,Racing Ferrol,Temporada 2001-02,18,21,12,6,3,12,4,Jornada 13
2,Oviedo,Temporada 2001-02,12,21,6,5,6,13,5,Jornada 13
4,Albacete,Temporada 2001-02,13,21,9,6,3,13,6,Jornada 13
3,Eibar,Temporada 2001-02,16,20,7,5,5,13,7,Jornada 13
5,Burgos,Temporada 2001-02,12,20,12,6,2,13,8,Jornada 13
3,Salamanca,Temporada 2001-02,19,18,17,4,6,13,9,Jornada 13
3,Racing,Temporada 2001-02,12,18,12,4,6,13,10,Jornada 13
5,Jaén,Temporada 2001-02,9,18,14,5,3,13,11,Jornada 13
4,Numancia,Temporada 2001-02,15,17,14,4,5,13,12,Jornada 13
5,Sporting,Temporada 2001-02,16,16,16,4,4,13,13,Jornada 13
6,Córdoba,Temporada 2001-02,14,15,15,4,3,13,14,Jornada 13
4,Murcia,Temporada 2001-02,12,15,14,3,6,13,15,Jornada 13
4,Leganés,Temporada 2001-02,8,15,13,3,6,13,16,Jornada 13
4,Elche,Temporada 2001-02,8,15,15,3,6,13,17,Jornada 13
6,Extremadura,Temporada 2001-02,11,13,15,3,4,13,18,Jornada 13
7,Badajoz,Temporada 2001-02,8,12,13,3,3,13,19,Jornada 13
6,Levante,Temporada 2001-02,8,11,19,2,5,13,20,Jornada 13
6,Gimnástic,Temporada 2001-02,9,8,16,1,5,12,21,Jornada 13
7,Poli Ejido,Temporada 2001-02,13,8,22,1,5,13,22,Jornada 13
2,Atlético,Temporada 2001-02,27,33,11,10,3,15,1,Jornada 15
5,Xerez,Temporada 2001-02,19,28,13,9,1,15,2,Jornada 15
2,Oviedo,Temporada 2001-02,16,25,8,6,7,15,3,Jornada 15
5,Racing Ferrol,Temporada 2001-02,22,24,18,7,3,15,4,Jornada 15
4,Albacete,Temporada 2001-02,14,23,10,6,5,15,5,Jornada 15
4,Recreativo,Temporada 2001-02,16,23,14,6,5,15,6,Jornada 15
6,Burgos,Temporada 2001-02,13,23,13,7,2,15,7,Jornada 15
5,Jaén,Temporada 2001-02,15,22,17,6,4,15,8,Jornada 15
4,Eibar,Temporada 2001-02,17,21,9,5,6,15,9,Jornada 15
4,Racing,Temporada 2001-02,18,21,15,5,6,15,10,Jornada 15
4,Salamanca,Temporada 2001-02,21,21,20,5,6,15,11,Jornada 15
4,Elche,Temporada 2001-02,12,21,16,5,6,15,12,Jornada 15
4,Murcia,Temporada 2001-02,15,19,15,4,7,15,13,Jornada 15
5,Numancia,Temporada 2001-02,15,18,18,4,6,15,14,Jornada 15
7,Badajoz,Temporada 2001-02,12,18,15,5,3,15,15,Jornada 15
5,Leganés,Temporada 2001-02,10,18,15,4,6,15,16,Jornada 15
6,Sporting,Temporada 2001-02,19,17,20,4,5,15,17,Jornada 15
7,Córdoba,Temporada 2001-02,16,16,19,4,4,15,18,Jornada 15
6,Extremadura,Temporada 2001-02,11,15,15,3,6,15,19,Jornada 15
7,Levante,Temporada 2001-02,12,14,22,3,5,15,20,Jornada 15
7,Gimnástic,Temporada 2001-02,13,12,19,2,6,15,21,Jornada 15
8,Poli Ejido,Temporada 2001-02,13,9,24,1,6,15,22,Jornada 15
2,Atlético,Temporada 2001-02,30,40,12,12,4,18,1,Jornada 18
5,Xerez,Temporada 2001-02,23,35,15,11,2,18,2,Jornada 18
3,Oviedo,Temporada 2001-02,18,29,10,7,8,18,3,Jornada 18
4,Racing,Temporada 2001-02,22,28,16,7,7,18,4,Jornada 18
6,Burgos,Temporada 2001-02,19,28,15,8,4,18,5,Jornada 18
4,Recreativo,Temporada 2001-02,17,28,14,7,7,18,6,Jornada 18
5,Albacete,Temporada 2001-02,18,27,11,7,6,18,7,Jornada 18
7,Badajoz,Temporada 2001-02,16,27,16,8,3,18,8,Jornada 18
4,Salamanca,Temporada 2001-02,25,26,23,6,8,18,9,Jornada 18
5,Elche,Temporada 2001-02,15,25,18,6,7,18,10,Jornada 18
8,Racing Ferrol,Temporada 2001-02,24,24,23,7,3,18,11,Jornada 18
6,Sporting,Temporada 2001-02,23,24,22,6,6,18,12,Jornada 18
6,Eibar,Temporada 2001-02,18,22,12,5,7,18,13,Jornada 18
6,Murcia,Temporada 2001-02,17,22,20,5,7,18,14,Jornada 18
6,Numancia,Temporada 2001-02,19,22,25,5,7,18,15,Jornada 18
8,Jaén,Temporada 2001-02,16,22,24,6,4,18,16,Jornada 18
8,Córdoba,Temporada 2001-02,19,20,22,5,5,18,17,Jornada 18
6,Leganés,Temporada 2001-02,11,20,17,4,8,18,18,Jornada 18
8,Extremadura,Temporada 2001-02,13,18,19,4,6,18,19,Jornada 18
8,Levante,Temporada 2001-02,14,16,25,3,7,18,20,Jornada 18
9,Gimnástic,Temporada 2001-02,16,15,22,3,6,18,21,Jornada 18
10,Poli Ejido,Temporada 2001-02,15,12,27,2,6,18,22,Jornada 18
2,Atlético,Temporada 2001-02,30,39,12,12,3,17,1,Jornada 17
5,Xerez,Temporada 2001-02,22,34,14,11,1,17,2,Jornada 17
3,Oviedo,Temporada 2001-02,18,28,10,7,7,17,3,Jornada 17
4,Racing,Temporada 2001-02,21,27,15,7,6,17,4,Jornada 17
6,Burgos,Temporada 2001-02,18,27,14,8,3,17,5,Jornada 17
4,Recreativo,Temporada 2001-02,17,27,14,7,6,17,6,Jornada 17
4,Salamanca,Temporada 2001-02,24,25,22,6,7,17,7,Jornada 17
5,Albacete,Temporada 2001-02,14,24,11,6,6,17,8,Jornada 17
7,Racing Ferrol,Temporada 2001-02,23,24,21,7,3,17,9,Jornada 17
7,Badajoz,Temporada 2001-02,14,24,15,7,3,17,10,Jornada 17
5,Elche,Temporada 2001-02,14,24,17,6,6,17,11,Jornada 17
6,Sporting,Temporada 2001-02,22,23,21,6,5,17,12,Jornada 17
7,Jaén,Temporada 2001-02,16,22,20,6,4,17,13,Jornada 17
6,Eibar,Temporada 2001-02,17,21,11,5,6,17,14,Jornada 17
2,Atlético,Temporada 2001-02,26,30,11,9,3,14,1,Jornada 14
4,Xerez,Temporada 2001-02,19,28,12,9,1,14,2,Jornada 14
5,Burgos,Temporada 2001-02,13,23,12,7,2,14,3,Jornada 14
2,Oviedo,Temporada 2001-02,13,22,7,5,7,14,4,Jornada 14
4,Albacete,Temporada 2001-02,14,22,10,6,4,14,5,Jornada 14
4,Recreativo,Temporada 2001-02,15,22,13,6,4,14,6,Jornada 14
3,Salamanca,Temporada 2001-02,20,21,17,5,6,14,7,Jornada 14
5,Racing Ferrol,Temporada 2001-02,19,21,17,6,3,14,8,Jornada 14
5,Jaén,Temporada 2001-02,12,21,14,6,3,14,9,Jornada 14
4,Eibar,Temporada 2001-02,16,20,8,5,5,14,10,Jornada 14
4,Numancia,Temporada 2001-02,15,18,14,4,6,14,11,Jornada 14
4,Murcia,Temporada 2001-02,15,18,15,4,6,14,12,Jornada 14
4,Racing,Temporada 2001-02,14,18,15,4,6,14,13,Jornada 14
2,Atlético,Temporada 2001-02,28,36,11,11,3,16,1,Jornada 16
5,Xerez,Temporada 2001-02,20,31,13,10,1,16,2,Jornada 16
6,Burgos,Temporada 2001-02,18,26,14,8,2,16,3,Jornada 16
4,Recreativo,Temporada 2001-02,17,26,14,7,5,16,4,Jornada 16
3,Oviedo,Temporada 2001-02,16,25,10,6,7,16,5,Jornada 16
4,Racing,Temporada 2001-02,19,24,15,6,6,16,6,Jornada 16
6,Racing Ferrol,Temporada 2001-02,22,24,19,7,3,16,7,Jornada 16
4,Salamanca,Temporada 2001-02,22,24,20,6,6,16,8,Jornada 16
4,Elche,Temporada 2001-02,14,24,16,6,6,16,9,Jornada 16
5,Albacete,Temporada 2001-02,14,23,11,6,5,16,10,Jornada 16
6,Jaén,Temporada 2001-02,15,22,18,6,4,16,11,Jornada 16
5,Eibar,Temporada 2001-02,17,21,10,5,6,16,12,Jornada 16
7,Badajoz,Temporada 2001-02,13,21,15,6,3,16,13,Jornada 16
6,Sporting,Temporada 2001-02,20,20,20,5,5,16,14,Jornada 16
6,Numancia,Temporada 2001-02,18,21,24,5,6,17,15,Jornada 17
8,Córdoba,Temporada 2001-02,18,19,21,5,4,17,16,Jornada 17
6,Murcia,Temporada 2001-02,15,19,19,4,7,17,17,Jornada 17
6,Leganés,Temporada 2001-02,10,19,16,4,7,17,18,Jornada 17
7,Extremadura,Temporada 2001-02,12,18,17,4,6,17,19,Jornada 17
8,Gimnástic,Temporada 2001-02,16,15,21,3,6,17,20,Jornada 17
8,Levante,Temporada 2001-02,14,15,25,3,6,17,21,Jornada 17
10,Poli Ejido,Temporada 2001-02,14,9,27,1,6,17,22,Jornada 17
4,Elche,Temporada 2001-02,10,18,15,4,6,14,14,Jornada 14
6,Sporting,Temporada 2001-02,16,16,17,4,4,14,15,Jornada 14
6,Córdoba,Temporada 2001-02,15,16,16,4,4,14,16,Jornada 14
7,Badajoz,Temporada 2001-02,11,15,15,4,3,14,17,Jornada 14
5,Leganés,Temporada 2001-02,8,15,14,3,6,14,18,Jornada 14
6,Extremadura,Temporada 2001-02,11,14,15,3,5,14,19,Jornada 14
6,Levante,Temporada 2001-02,11,14,20,3,5,14,20,Jornada 14
6,Gimnástic,Temporada 2001-02,12,12,17,2,6,14,21,Jornada 14
8,Poli Ejido,Temporada 2001-02,13,8,24,1,5,14,22,Jornada 14
7,Córdoba,Temporada 2001-02,18,19,19,5,4,16,15,Jornada 16
5,Murcia,Temporada 2001-02,15,19,17,4,7,16,16,Jornada 16
6,Leganés,Temporada 2001-02,10,18,16,4,6,16,17,Jornada 16
6,Numancia,Temporada 2001-02,16,18,23,4,6,16,18,Jornada 16
7,Gimnástic,Temporada 2001-02,15,15,19,3,6,16,19,Jornada 16
7,Extremadura,Temporada 2001-02,11,15,17,3,6,16,20,Jornada 16
8,Levante,Temporada 2001-02,12,14,23,3,5,16,21,Jornada 16
9,Poli Ejido,Temporada 2001-02,13,9,25,1,6,16,22,Jornada 16
3,Atlético,Temporada 2001-02,32,43,14,13,4,20,1,Jornada 20
5,Xerez,Temporada 2001-02,25,39,16,12,3,20,2,Jornada 20
6,Burgos,Temporada 2001-02,21,32,16,9,5,20,3,Jornada 20
4,Recreativo,Temporada 2001-02,20,32,16,8,8,20,4,Jornada 20
5,Racing,Temporada 2001-02,23,31,18,8,7,20,5,Jornada 20
6,Albacete,Temporada 2001-02,20,30,13,8,6,20,6,Jornada 20
4,Oviedo,Temporada 2001-02,19,30,12,7,9,20,7,Jornada 20
6,Eibar,Temporada 2001-02,21,28,12,7,7,20,8,Jornada 20
8,Badajoz,Temporada 2001-02,18,28,19,8,4,20,9,Jornada 20
5,Salamanca,Temporada 2001-02,28,27,27,6,9,20,10,Jornada 20
9,Racing Ferrol,Temporada 2001-02,27,27,26,8,3,20,11,Jornada 20
6,Elche,Temporada 2001-02,16,26,21,6,8,20,12,Jornada 20
7,Sporting,Temporada 2001-02,27,25,27,6,7,20,13,Jornada 20
7,Numancia,Temporada 2001-02,21,25,27,6,7,20,14,Jornada 20
3,Atlético,Temporada 2001-02,30,40,14,12,4,19,1,Jornada 19
5,Xerez,Temporada 2001-02,25,38,16,12,2,19,2,Jornada 19
4,Racing,Temporada 2001-02,23,31,16,8,7,19,3,Jornada 19
4,Recreativo,Temporada 2001-02,20,31,16,8,7,19,4,Jornada 19
3,Oviedo,Temporada 2001-02,19,30,11,7,9,19,5,Jornada 19
6,Burgos,Temporada 2001-02,19,29,15,8,5,19,6,Jornada 19
6,Albacete,Temporada 2001-02,18,27,12,7,6,19,7,Jornada 19
8,Racing Ferrol,Temporada 2001-02,26,27,24,8,3,19,8,Jornada 19
8,Badajoz,Temporada 2001-02,16,27,17,8,3,19,9,Jornada 19
5,Salamanca,Temporada 2001-02,27,26,26,6,8,19,10,Jornada 19
5,Elche,Temporada 2001-02,15,26,18,6,8,19,11,Jornada 19
6,Eibar,Temporada 2001-02,19,25,12,6,7,19,12,Jornada 19
7,Sporting,Temporada 2001-02,26,24,26,6,6,19,13,Jornada 19
9,Jaén,Temporada 2001-02,20,25,27,7,4,20,15,Jornada 20
9,Córdoba,Temporada 2001-02,21,23,25,6,5,20,16,Jornada 20
7,Leganés,Temporada 2001-02,12,23,18,5,8,20,17,Jornada 20
8,Extremadura,Temporada 2001-02,15,22,19,5,7,20,18,Jornada 20
8,Murcia,Temporada 2001-02,18,22,23,5,7,20,19,Jornada 20
8,Levante,Temporada 2001-02,20,20,30,4,8,20,20,Jornada 20
10,Gimnástic,Temporada 2001-02,18,18,24,4,6,20,21,Jornada 20
10,Poli Ejido,Temporada 2001-02,16,14,28,2,8,20,22,Jornada 20
8,Córdoba,Temporada 2001-02,21,23,23,6,5,19,14,Jornada 19
6,Leganés,Temporada 2001-02,12,23,17,5,8,19,15,Jornada 19
7,Murcia,Temporada 2001-02,17,22,21,5,7,19,16,Jornada 19
7,Numancia,Temporada 2001-02,20,22,27,5,7,19,17,Jornada 19
9,Jaén,Temporada 2001-02,17,22,26,6,4,19,18,Jornada 19
8,Extremadura,Temporada 2001-02,15,21,19,5,6,19,19,Jornada 19
8,Levante,Temporada 2001-02,18,19,28,4,7,19,20,Jornada 19
10,Gimnástic,Temporada 2001-02,17,15,24,3,6,19,21,Jornada 19
10,Poli Ejido,Temporada 2001-02,16,13,28,2,7,19,22,Jornada 19
4,Atlético,Temporada 2001-02,36,46,15,14,4,22,1,Jornada 22
6,Xerez,Temporada 2001-02,26,42,17,13,3,22,2,Jornada 22
5,Racing,Temporada 2001-02,28,37,19,10,7,22,3,Jornada 22
4,Recreativo,Temporada 2001-02,22,36,16,9,9,22,4,Jornada 22
7,Burgos,Temporada 2001-02,23,35,20,10,5,22,5,Jornada 22
6,Albacete,Temporada 2001-02,23,34,15,9,7,22,6,Jornada 22
4,Oviedo,Temporada 2001-02,21,34,13,8,10,22,7,Jornada 22
7,Eibar,Temporada 2001-02,24,31,14,8,7,22,8,Jornada 22
5,Salamanca,Temporada 2001-02,32,31,29,7,10,22,9,Jornada 22
10,Racing Ferrol,Temporada 2001-02,29,30,29,9,3,22,10,Jornada 22
9,Badajoz,Temporada 2001-02,20,29,23,8,5,22,11,Jornada 22
9,Jaén,Temporada 2001-02,21,29,27,8,5,22,12,Jornada 22
8,Numancia,Temporada 2001-02,22,28,29,7,7,22,13,Jornada 22
9,Córdoba,Temporada 2001-02,25,27,27,7,6,22,14,Jornada 22
8,Sporting,Temporada 2001-02,27,26,28,6,8,22,15,Jornada 22
8,Extremadura,Temporada 2001-02,17,26,20,6,8,22,16,Jornada 22
8,Murcia,Temporada 2001-02,19,26,23,6,8,22,17,Jornada 22
8,Elche,Temporada 2001-02,17,26,25,6,8,22,18,Jornada 22
8,Leganés,Temporada 2001-02,14,24,21,5,9,22,19,Jornada 22
9,Levante,Temporada 2001-02,21,21,32,4,9,22,20,Jornada 22
12,Gimnástic,Temporada 2001-02,18,18,28,4,6,22,21,Jornada 22
12,Poli Ejido,Temporada 2001-02,17,14,32,2,8,22,22,Jornada 22
4,Atlético,Temporada 2001-02,37,49,15,15,4,23,1,Jornada 23
7,Xerez,Temporada 2001-02,27,42,19,13,3,23,2,Jornada 23
5,Racing,Temporada 2001-02,28,38,19,10,8,23,3,Jornada 23
4,Recreativo,Temporada 2001-02,22,37,16,9,10,23,4,Jornada 23
7,Burgos,Temporada 2001-02,23,36,20,10,6,23,5,Jornada 23
4,Oviedo,Temporada 2001-02,21,35,13,8,11,23,6,Jornada 23
7,Albacete,Temporada 2001-02,23,34,16,9,7,23,7,Jornada 23
5,Salamanca,Temporada 2001-02,33,34,29,8,10,23,8,Jornada 23
10,Racing Ferrol,Temporada 2001-02,31,33,30,10,3,23,9,Jornada 23
8,Eibar,Temporada 2001-02,24,31,15,8,7,23,10,Jornada 23
9,Córdoba,Temporada 2001-02,28,30,28,8,6,23,11,Jornada 23
8,Sporting,Temporada 2001-02,29,29,29,7,8,23,12,Jornada 23
8,Extremadura,Temporada 2001-02,19,29,21,7,8,23,13,Jornada 23
10,Badajoz,Temporada 2001-02,21,29,25,8,5,23,14,Jornada 23
8,Numancia,Temporada 2001-02,22,29,29,7,8,23,15,Jornada 23
10,Jaén,Temporada 2001-02,21,29,28,8,5,23,16,Jornada 23
8,Elche,Temporada 2001-02,18,29,25,7,8,23,17,Jornada 23
9,Murcia,Temporada 2001-02,20,26,25,6,8,23,18,Jornada 23
9,Leganés,Temporada 2001-02,14,24,22,5,9,23,19,Jornada 23
10,Levante,Temporada 2001-02,22,21,35,4,9,23,20,Jornada 23
12,Gimnástic,Temporada 2001-02,18,19,28,4,7,23,21,Jornada 23
12,Poli Ejido,Temporada 2001-02,18,17,32,3,8,23,22,Jornada 23
5,Atlético,Temporada 2001-02,38,50,18,15,5,25,1,Jornada 25
8,Xerez,Temporada 2001-02,29,45,21,14,3,25,2,Jornada 25
4,Recreativo,Temporada 2001-02,25,41,17,10,11,25,3,Jornada 25
6,Racing,Temporada 2001-02,30,39,22,10,9,25,4,Jornada 25
4,Oviedo,Temporada 2001-02,22,37,14,8,13,25,5,Jornada 25
8,Burgos,Temporada 2001-02,24,37,23,10,7,25,6,Jornada 25
8,Sporting,Temporada 2001-02,33,35,31,9,8,25,7,Jornada 25
6,Salamanca,Temporada 2001-02,34,35,33,8,11,25,8,Jornada 25
10,Badajoz,Temporada 2001-02,24,35,26,10,5,25,9,Jornada 25
9,Eibar,Temporada 2001-02,28,34,18,9,7,25,10,Jornada 25
9,Albacete,Temporada 2001-02,25,34,21,9,7,25,11,Jornada 25
11,Racing Ferrol,Temporada 2001-02,32,34,34,10,4,25,12,Jornada 25
8,Extremadura,Temporada 2001-02,22,33,22,8,9,25,13,Jornada 25
4,Atlético,Temporada 2001-02,38,50,16,15,5,24,1,Jornada 24
8,Xerez,Temporada 2001-02,27,42,20,13,3,24,2,Jornada 24
4,Recreativo,Temporada 2001-02,25,40,17,10,10,24,3,Jornada 24
5,Racing,Temporada 2001-02,29,39,20,10,9,24,4,Jornada 24
7,Burgos,Temporada 2001-02,24,37,21,10,7,24,5,Jornada 24
4,Oviedo,Temporada 2001-02,22,36,14,8,12,24,6,Jornada 24
5,Salamanca,Temporada 2001-02,33,35,29,8,11,24,7,Jornada 24
8,Eibar,Temporada 2001-02,28,34,17,9,7,24,8,Jornada 24
8,Albacete,Temporada 2001-02,24,34,19,9,7,24,9,Jornada 24
10,Racing Ferrol,Temporada 2001-02,32,34,31,10,4,24,10,Jornada 24
8,Sporting,Temporada 2001-02,31,32,30,8,8,24,11,Jornada 24
10,Badajoz,Temporada 2001-02,22,32,25,9,5,24,12,Jornada 24
9,Córdoba,Temporada 2001-02,28,31,28,8,7,24,13,Jornada 24
8,Elche,Temporada 2001-02,23,33,27,8,9,25,14,Jornada 25
9,Córdoba,Temporada 2001-02,28,32,28,8,8,25,15,Jornada 25
11,Jaén,Temporada 2001-02,21,30,29,8,6,25,16,Jornada 25
10,Numancia,Temporada 2001-02,24,29,33,7,8,25,17,Jornada 25
9,Leganés,Temporada 2001-02,16,28,22,6,10,25,18,Jornada 25
10,Murcia,Temporada 2001-02,20,27,26,6,9,25,19,Jornada 25
12,Gimnástic,Temporada 2001-02,20,25,28,6,7,25,20,Jornada 25
10,Levante,Temporada 2001-02,24,25,36,5,10,25,21,Jornada 25
13,Poli Ejido,Temporada 2001-02,23,20,36,4,8,25,22,Jornada 25
8,Extremadura,Temporada 2001-02,20,30,22,7,9,24,14,Jornada 24
8,Elche,Temporada 2001-02,19,30,26,7,9,24,15,Jornada 24
9,Numancia,Temporada 2001-02,23,29,31,7,8,24,16,Jornada 24
11,Jaén,Temporada 2001-02,21,29,29,8,5,24,17,Jornada 24
9,Murcia,Temporada 2001-02,20,27,25,6,9,24,18,Jornada 24
9,Leganés,Temporada 2001-02,14,25,22,5,10,24,19,Jornada 24
12,Gimnástic,Temporada 2001-02,19,22,28,5,7,24,20,Jornada 24
10,Levante,Temporada 2001-02,23,22,36,4,10,24,21,Jornada 24
13,Poli Ejido,Temporada 2001-02,20,17,36,3,8,24,22,Jornada 24
6,Atlético,Temporada 2001-02,47,59,23,18,5,29,1,Jornada 29
9,Xerez,Temporada 2001-02,32,52,25,16,4,29,2,Jornada 29
4,Oviedo,Temporada 2001-02,29,45,18,10,15,29,3,Jornada 29
6,Recreativo,Temporada 2001-02,27,45,22,11,12,29,4,Jornada 29
7,Racing,Temporada 2001-02,34,44,25,11,11,29,5,Jornada 29
10,Albacete,Temporada 2001-02,35,43,27,12,7,29,6,Jornada 29
10,Sporting,Temporada 2001-02,37,41,33,11,8,29,7,Jornada 29
9,Eibar,Temporada 2001-02,32,40,21,10,10,29,8,Jornada 29
9,Burgos,Temporada 2001-02,24,40,24,10,10,29,9,Jornada 29
13,Racing Ferrol,Temporada 2001-02,37,40,38,12,4,29,10,Jornada 29
9,Elche,Temporada 2001-02,28,40,30,10,10,29,11,Jornada 29
